player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;passes;passes_pct;passes_total_distance;passes_progressive_distance;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;touches;dribbles_completed;dribbles;dribbles_completed_pct;LigaRk;CL;WinCL;Season
Maxime PoundjÈ;FRA;DF;Bordeaux;26;1992;$ 2.000.000,00;179;Defender - Left-Back;left;Ligue 1;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;100;60;22;0;0;0;0;0;5;0;0;0;12;0;0;201920#
Nicolas de PrÈville;FRA;MF,FW;Bordeaux;28;1991;$ 5.000.000,00;182;Forward - Centre-Forward;right;Ligue 1;24;23;1995;6;4;1;1;0,27;0,18;0,45;0,23;0,41;44;19;12;43,2;1,98;0,86;0,11;0,26;962;72;12876;2875;21;4;0;17;7;1331;34;73;46,6;12;0;0;201920#
Youssouf Sabaly;SEN;DF;Bordeaux;26;1993;$ 8.000.000,00;174;Defender - Right-Back;right;Ligue 1;12;10;913;0;1;0;0;0;0,1;0,1;0;0,1;6;1;0;16,7;0,59;0,1;0;0;597;81,7;8028;2863;16;2;0;14;9;724;12;20;60;12;0;0;201920#
AurÈlien TchouamÈni;FRA;MF;Bordeaux;19;2000;$ 15.000.000,00;185;Midfielder - Defensive Midfield;right;Ligue 1;15;13;1110;0;1;0;0;0;0,08;0,08;0;0,08;12;5;0;41,7;0,97;0,41;0;0;688;86;11156;3307;21;6;0;15;21;807;13;17;76,5;12;0;0;201920#
Hwang Ui-jo;KOR;FW,MF;Bordeaux;26;1992;$ 2.500.000,00;185;Forward - Centre-Forward;both;Ligue 1;24;19;1633;6;2;0;0;0,33;0,11;0,44;0,33;0,44;36;15;0;41,7;1,98;0,83;0,17;0,4;426;82,4;5521;944;15;1;0;14;4;614;19;34;55,9;12;0;0;201920#
Nathan AkÈ;NED;DF;Bournemouth;24;1995;$ 28.000.000,00;180;Defender - Centre-Back;left;Premier League;29;29;2503;2;2;0;0;0,07;0,07;0,14;0,07;0,14;24;7;0;29,2;0,86;0,25;0,08;0,29;1183;88,1;21690;7029;59;30;0;29;27;1508;5;5;100;18;0;0;201920#
Philip Billing;DEN;MF;Bournemouth;23;1996;$ 14.000.000,00;193;Midfielder - Central Midfield;left;Premier League;34;29;2530;1;1;0;0;0,04;0,04;0,07;0,04;0,07;34;8;1;23,5;1,21;0,28;0,03;0,13;1179;74,5;15933;3956;88;17;0;71;39;1631;20;39;51,3;18;0;0;201920#
David Brooks;WAL;MF;Bournemouth;22;1997;$ 24.000.000,00;173;Forward - Right Winger;left;Premier League;9;8;506;1;0;0;0;0,18;0;0,18;0,18;0,18;6;2;1;33,3;1,07;0,36;0,17;0,5;179;67,6;1938;694;7;1;0;6;1;236;13;25;52;18;0;0;201920#
Lewis Cook;ENG;MF;Bournemouth;22;1997;$ 16.000.000,00;175;Midfielder - Central Midfield;right;Premier League;27;14;1352;0;0;0;0;0;0;0;0;0;9;2;0;22,2;0,6;0,13;0;0;719;77,9;11160;3293;20;6;0;14;13;862;35;43;81,4;18;0;0;201920#
Steve Cook;ENG;DF;Bournemouth;28;1991;$ 9.000.000,00;185;Defender - Centre-Back;right;Premier League;29;28;2428;1;0;0;0;0,04;0;0,04;0,04;0,04;13;2;0;15,4;0,48;0,07;0,08;0,5;1222;81,3;22720;7506;47;28;0;19;19;1559;4;4;100;18;0;0;201920#
Charlie Daniels;ENG;DF;Bournemouth;32;1986;$ 1.000.000,00;178;Defender - Left-Back;left;Premier League;2;2;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;71,4;700;326;5;1;0;4;4;62;0;0;0;18;0;0;201920#
Simon Francis;ENG;DF;Bournemouth;34;1985;$ 80.000,00;191;Defender - Right-Back;right;Premier League;15;10;969;0;0;0;0;0;0;0;0;0;3;0;0;0;0,28;0;0;0;544;78,1;8941;3412;29;14;0;15;7;695;4;7;57,1;18;0;0;201920#
Ryan Fraser;SCO;MF,FW;Bournemouth;25;1994;$ 17.000.000,00;163;Forward - Left Winger;right;Premier League;28;21;2067;1;4;0;0;0,04;0,17;0,22;0,04;0,22;27;12;2;44,4;1,18;0,52;0,04;0,08;950;68,2;11075;4288;28;3;2;25;10;1135;10;23;43,5;18;0;0;201920#
Dan Gosling;ENG;MF;Bournemouth;29;1990;$ 2.000.000,00;180;Midfielder - Central Midfield;right;Premier League;24;14;1264;3;1;0;0;0,21;0,07;0,28;0,21;0,28;12;6;0;50;0,85;0,43;0,25;0,5;510;79,4;6653;1624;38;11;0;27;12;717;6;14;42,9;18;0;0;201920#
Arnaut Groeneveld;NED;MF;Bournemouth;22;1997;$ 10.000.000,00;178;Forward - Left Winger;right;Premier League;14;6;630;0;0;0;0;0;0;0;0;0;13;4;1;30,8;1,86;0,57;0;0;227;79,7;3152;765;3;0;0;3;5;310;20;35;57,1;18;0;0;201920#
Jordon Ibe;ENG;DF;Bournemouth;23;1995;$ 4.000.000,00;176;Forward - Right Winger;right;Premier League;2;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;77,3;329;144;0;0;0;0;1;31;1;3;33,3;18;0;0;201920#
Lloyd Kelly;ENG;DF;Bournemouth;20;1998;$ 8.000.000,00;191;Defender - Centre-Back;left;Premier League;8;7;639;0;0;0;0;0;0;0;0;0;1;0;0;0;0,14;0;0;0;231;72,7;3672;1369;11;6;0;5;4;283;1;1;100;18;0;0;201920#
Joshua King;NOR;FW,MF;Bournemouth;27;1992;$ 16.000.000,00;187;Forward - Second Striker;right;Premier League;26;24;2011;6;4;3;3;0,27;0,18;0,45;0,13;0,31;23;9;0;39,1;1,03;0,4;0,13;0,33;498;72,7;5442;1269;27;4;0;23;5;824;62;122;50,8;18;0;0;201920#
Jefferson Lerma;COL;MF;Bournemouth;24;1994;$ 20.000.000,00;179;Midfielder - Defensive Midfield;right;Premier League;33;31;2703;1;2;0;0;0,03;0,07;0,1;0,03;0,1;30;2;0;6,7;1;0,07;0,03;0,5;1377;79,3;21962;6527;50;12;0;38;34;1700;25;33;75,8;18;0;0;201920#
Chris Mepham;WAL;DF;Bournemouth;21;1997;$ 8.000.000,00;191;Defender - Centre-Back;right;Premier League;12;10;912;1;0;0;0;0,1;0;0,1;0,1;0,1;6;1;0;16,7;0,59;0,1;0,17;1;483;85,7;8780;2805;20;12;0;8;12;626;2;4;50;18;0;0;201920#
Diego Rico;ESP;DF;Bournemouth;26;1993;$ 8.000.000,00;183;Defender - Left-Back;left;Premier League;27;27;2332;0;4;0;0;0;0,15;0,15;0;0,15;11;3;1;27,3;0,42;0,12;0;0;1483;68,2;19401;10506;82;6;0;76;32;1825;19;40;47,5;18;0;0;201920#
Jack Simpson;ENG;DF;Bournemouth;22;1996;$ 1.000.000,00;190;Defender - Centre-Back;left;Premier League;4;1;241;0;0;0;0;0;0;0;0;0;1;0;0;0;0,37;0;0;0;100;70;1208;446;2;0;0;2;6;129;2;3;66,7;18;0;0;201920#
Adam Smith;ENG;DF;Bournemouth;28;1991;$ 7.000.000,00;174;Defender - Right-Back;right;Premier League;24;24;2055;0;1;0;0;0;0,04;0,04;0;0,04;4;1;0;25;0,18;0,04;0;0;1061;79,6;13711;5077;56;6;1;50;23;1326;26;52;50;18;0;0;201920#
Dominic Solanke;ENG;FW,MF;Bournemouth;21;1997;$ 12.000.000,00;186;Forward - Centre-Forward;right;Premier League;32;17;1651;3;1;0;0;0,16;0,05;0,22;0,16;0,22;35;8;0;22,9;1,91;0,44;0,09;0,38;429;73,9;4429;911;19;5;0;14;7;695;30;57;52,6;18;0;0;201920#
Jack Stacey;ENG;DF;Bournemouth;23;1996;$ 3.000.000,00;180;Defender - Right-Back;right;Premier League;19;17;1549;0;2;0;0;0;0,12;0,12;0;0,12;5;2;0;40;0,29;0,12;0;0;780;71,8;9315;4004;41;9;0;32;14;961;16;26;61,5;18;0;0;201920#
Junior Stanislas;ENG;MF,DF;Bournemouth;29;1989;$ 2.000.000,00;183;Forward - Left Winger;right;Premier League;15;7;712;3;0;1;1;0,38;0;0,38;0,25;0,25;16;6;3;37,5;2,02;0,76;0,13;0,33;310;71,6;3619;1365;9;0;0;9;1;387;13;21;61,9;18;0;0;201920#
Andrew Surman;ENG;MF;Bournemouth;32;1986;$ 1.000.000,00;178;Midfielder - Central Midfield;left;Premier League;5;2;235;0;0;0;0;0;0;0;0;0;1;0;0;0;0,38;0;0;0;127;80,3;1959;487;4;0;0;4;1;148;1;1;100;18;0;0;201920#
Sam Surridge;ENG;FW;Bournemouth;21;1998;$ 45.000,00;190;Forward - Centre-Forward;right;Premier League;4;0;27;0;0;0;0;0;0;0;0;0;2;0;0;0;6,67;0;0;0;10;40;64;22;1;0;0;1;1;20;1;2;50;18;0;0;201920#
Callum Wilson;ENG;FW;Bournemouth;27;1992;$ 24.000.000,00;180;Forward - Centre-Forward;right;Premier League;35;32;2908;8;1;0;0;0,25;0,03;0,28;0,25;0,28;54;22;0;40,7;1,67;0,68;0,15;0,36;535;64,5;5194;1143;18;2;0;16;3;881;24;48;50;18;0;0;201920#
Harry Wilson;WAL;MF,FW;Bournemouth;22;1997;$ 17.000.000,00;173;Forward - Right Winger;left;Premier League;31;20;1646;7;0;0;0;0,38;0;0,38;0,38;0,38;54;19;12;35,2;2,95;1,04;0,13;0,37;609;74,5;8884;2082;38;3;0;35;7;857;20;38;52,6;18;0;0;201920#
Florian AyÈ;FRA;FW,MF;Brescia;22;1997;$ 1.000.000,00;184;Forward - Centre-Forward;right;Serie A;22;15;1380;0;0;0;0;0;0;0;0;0;27;7;0;25,9;1,76;0,46;0;0;308;71,1;3021;556;34;3;0;31;2;504;22;33;66,7;19;0;0;201920#
Mario Balotelli;ITA;FW;Brescia;28;1990;$ 5.000.000,00;189;Forward - Centre-Forward;right;Serie A;19;16;1404;5;0;0;0;0,32;0;0,32;0,32;0,32;71;24;16;33,8;4,55;1,54;0,07;0,21;368;64,7;4650;1132;10;3;0;7;5;571;11;22;50;19;0;0;201920#
Dimitri Bisoli;ITA;MF;Brescia;25;1994;$ 2.000.000,00;180;Midfielder - Central Midfield;right;Serie A;25;24;2152;1;1;0;0;0,04;0,04;0,08;0,04;0,08;26;9;0;34,6;1,09;0,38;0,04;0,11;781;65,2;8285;3705;71;7;0;64;18;1134;22;34;64,7;19;0;0;201920#
Birkir Bjarnason;ISL;MF,FW;Brescia;31;1988;$ 80.000,00;184;Midfielder - Central Midfield;right;Serie A;13;9;798;0;1;0;0;0;0,11;0,11;0;0,11;9;3;0;33,3;1,02;0,34;0;0;268;76,5;3814;870;10;3;0;7;6;333;2;6;33,3;19;0;0;201920#
Jhon Chancellor;VEN;DF;Brescia;27;1992;$ 1.000.000,00;197;Defender - Centre-Back;right;Serie A;26;26;2244;3;0;0;0;0,12;0;0,12;0,12;0,12;13;3;0;23,1;0,52;0,12;0,23;1;849;87,8;16773;4411;55;30;1;25;14;1171;8;9;88,9;19;0;0;201920#
Andrea Cistana;ITA;DF;Brescia;22;1997;$ 6.000.000,00;185;Defender - Centre-Back;right;Serie A;21;21;1838;1;0;0;0;0,05;0;0,05;0,05;0,05;6;2;0;33,3;0,29;0,1;0,17;0,5;808;85,1;14975;4464;52;37;0;15;24;1049;4;6;66,7;19;0;0;201920#
Felipe Curcio;BRA;DF;Brescia;26;1993;$ 30.000,00;185;Defender - Left-Back;left;Serie A;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;66,7;114;53;0;0;0;0;0;12;0;0;0;19;0;0;201920#
Daniele Dessena;ITA;MF;Brescia;32;1987;$ 40.000,00;182;Midfielder - Central Midfield;right;Serie A;24;22;1869;2;0;0;0;0,1;0;0,1;0,1;0,1;18;5;0;27,8;0,87;0,24;0,11;0,4;710;79,3;10529;3076;21;3;0;18;6;875;12;19;63,2;19;0;0;201920#
Alfredo Donnarumma;ITA;FW;Brescia;28;1990;$ 4.000.000,00;180;Forward - Centre-Forward;right;Serie A;31;20;1684;7;2;2;2;0,37;0,11;0,48;0,27;0,37;38;13;0;34,2;2,03;0,69;0,13;0,38;445;69;4790;1114;10;1;0;9;6;613;14;26;53,8;19;0;0;201920#
Daniele Gastaldello;ITA;DF;Brescia;36;1983;$ 30.000,00;187;Defender - Centre-Back;right;Serie A;8;4;389;0;0;0;0;0;0;0;0;0;1;0;0;0;0,23;0;0;0;145;84,8;2809;882;15;5;0;10;1;201;1;1;100;19;0;0;201920#
Andrea Ghezzi;ITA;DF,MF;Brescia;0;0;$ 15.000,00;0;Forward - Right Winger;right;Serie A;5;0;37;0;0;0;0;0;0;0;0;0;2;0;0;0;4,86;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;19;0;0;201920#
Giangiacomo Magnani;ITA;DF,MF;Brescia;23;1995;$ 3.000.000,00;191;Defender - Centre-Back;right;Serie A;2;1;115;0;0;0;0;0;0;0;0;0;2;1;0;50;1,57;0,78;0;0;37;78,4;653;178;3;1;0;2;2;52;1;1;100;19;0;0;201920#
Massimiliano Mangraviti;ITA;DF;Brescia;21;1998;$ 20.000,00;188;Defender - Centre-Back;left;Serie A;13;11;972;0;0;0;0;0;0;0;0;0;3;0;0;0;0,28;0;0;0;443;82,4;7987;3765;22;11;0;11;2;540;0;0;0;19;0;0;201920#
Bruno Martella;ITA;DF,MF;Brescia;26;1992;$ 1.000.000,00;183;Defender - Left-Back;left;Serie A;24;13;1270;0;0;0;0;0;0;0;0;0;10;2;0;20;0,71;0,14;0;0;562;71,5;7675;3399;29;6;0;23;14;719;12;25;48;19;0;0;201920#
Ales Mateju;CZE;DF;Brescia;23;1996;$ 1.500.000,00;185;Defender - Right-Back;right;Serie A;31;28;2548;0;1;0;0;0;0,04;0,04;0;0,04;6;4;0;66,7;0,21;0,14;0;0;1154;81,8;18631;7173;70;26;0;44;23;1437;18;19;94,7;19;0;0;201920#
Alessandro Matri;ITA;FW,MF;Brescia;34;1984;$ 300,00;183;Forward - Centre-Forward;right;Serie A;8;0;89;0;0;0;0;0;0;0;0;0;6;1;0;16,7;6,07;1,01;0;0;29;65,5;409;181;1;1;0;0;0;50;2;5;40;19;0;0;201920#
Leonardo Morosini;ITA;FW,MF;Brescia;23;1995;$ 80.000,00;175;Midfielder - Attacking Midfield;right;Serie A;3;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;75;50;9;1;0;0;1;0;9;1;1;100;19;0;0;201920#
Emanuele Ndoj;ALB;MF;Brescia;22;1996;$ 2.000.000,00;189;Midfielder - Central Midfield;right;Serie A;18;6;555;0;0;0;0;0;0;0;0;0;9;4;0;44,4;1,46;0,65;0;0;213;76,5;3213;744;17;1;0;16;4;305;18;26;69,2;19;0;0;201920#
Andrea Papetti;ITA;DF;Brescia;17;2002;$ 50.000,00;186;Defender - Centre-Back;right;Serie A;11;10;917;1;0;0;0;0,1;0;0,1;0,1;0,1;2;1;0;50;0,2;0,1;0,5;1;322;84,8;6051;1756;22;11;0;11;12;427;11;13;84,6;19;0;0;201920#
Romulo;ITA;MF;Brescia;32;1987;$ 1.000.000,00;178;Midfielder - Central Midfield;right;Serie A;22;19;1723;1;3;0;0;0,05;0,16;0,21;0,05;0,21;17;7;0;41,2;0,89;0,37;0,06;0,14;548;79,9;6328;1502;24;1;0;23;7;722;29;45;64,4;19;0;0;201920#
Stefano Sabelli;ITA;DF;Brescia;26;1993;$ 1.000.000,00;176;Defender - Right-Back;right;Serie A;36;36;3168;0;3;0;0;0;0,09;0,09;0;0,09;14;4;2;28,6;0,4;0,11;0;0;1981;73,4;27731;14401;94;15;1;79;49;2417;27;49;55,1;19;0;0;201920#
Alessandro Semprini;ITA;DF;Brescia;21;1998;$ 20.000,00;183;Defender - Right-Back;right;Serie A;12;6;629;1;0;0;0;0,14;0;0,14;0,14;0,14;2;1;0;50;0,29;0,14;0,5;1;356;76,7;4945;2428;20;5;1;15;3;424;5;7;71,4;19;0;0;201920#
Simon Skrabb;FIN;MF,FW;Brescia;24;1995;$ 2.000.000,00;174;Midfielder - Left Midfield;right;Serie A;10;3;257;0;0;0;0;0;0;0;0;0;3;1;0;33,3;1,05;0,35;0;0;98;73,5;1073;302;8;1;0;7;0;136;2;5;40;19;0;0;201920#
Nikolas ?†palek;SVK;MF,FW;Brescia;22;1997;$ 2.000.000,00;171;Midfielder - Attacking Midfield;right;Serie A;25;20;1579;2;1;0;0;0,11;0,06;0,17;0,11;0,17;25;10;0;40;1,42;0,57;0,08;0,2;446;68,2;4165;1079;23;0;0;23;6;637;14;36;38,9;19;0;0;201920#
Sandro Tonali;ITA;MF;Brescia;19;2000;$ 31.000.000,00;181;Midfielder - Defensive Midfield;right;Serie A;35;34;3014;1;7;0;0;0,03;0,21;0,24;0,03;0,24;27;7;4;25,9;0,81;0,21;0,04;0,14;1582;71,9;25116;8472;57;14;0;43;32;1904;39;49;79,6;19;0;0;201920#
Ernesto Torregrossa;ITA;FW;Brescia;27;1992;$ 2.000.000,00;184;Forward - Centre-Forward;left;Serie A;25;22;1844;7;3;2;2;0,34;0,15;0,49;0,24;0,39;61;21;1;34,4;2,98;1,02;0,08;0,24;507;65,5;4961;1110;17;6;0;11;2;855;35;66;53;19;0;0;201920#
Luca Tremolada;ITA;MF;Brescia;27;1991;$ 72.500,00;176;Midfielder - Attacking Midfield;left;Serie A;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;66,7;95;16;0;0;0;0;0;7;0;0;0;19;0;0;201920#
Mattia Viviani;ITA;MF;Brescia;18;2000;$ 35.000,00;183;Midfielder - Defensive Midfield;right;Serie A;8;3;344;0;0;0;0;0;0;0;0;0;3;0;0;0;0,78;0;0;0;190;84,7;3102;930;3;2;0;1;3;217;3;3;100;19;0;0;201920#
JaromÌr Zmrhal;CZE;MF;Brescia;25;1993;$ 2.500.000,00;189;Midfielder - Left Midfield;left;Serie A;21;11;1125;2;0;0;0;0,16;0;0,16;0,16;0,16;13;8;0;61,5;1,04;0,64;0,15;0,25;381;71,4;4309;1363;11;3;0;8;4;462;8;11;72,7;19;0;0;201920#
Mathias Autret;FRA;MF,FW;Brest;28;1991;$ 2.000.000,00;175;Midfielder - Attacking Midfield;right;Ligue 1;23;14;1222;2;3;0;0;0,15;0,22;0,37;0,15;0,37;27;9;0;33,3;1,99;0,66;0,07;0,22;562;67,8;7335;2395;24;2;0;22;10;724;12;27;44,4;14;0;0;201920#
Ludovic Baal;GUF;DF;Brest;33;1986;$ 32.500,00;176;Defender - Left-Back;left;Ligue 1;11;9;827;0;0;0;0;0;0;0;0;0;2;0;0;0;0,22;0;0;0;619;80,8;8858;3971;22;3;0;19;14;750;17;27;63;14;0;0;201920#
DÈnys Bain;FRA;DF;Brest;26;1993;$ 2.000.000,00;181;Defender - Centre-Back;both;Ligue 1;15;13;1268;1;0;0;0;0,07;0;0,07;0,07;0,07;3;1;0;33,3;0,21;0,07;0,33;1;655;93,1;13540;3698;22;11;0;11;16;820;0;1;0;14;0;0;201920#
Cristian Battocchio;ITA;MF;Brest;27;1992;$ 1.000.000,00;177;Midfielder - Central Midfield;right;Ligue 1;24;16;1392;3;1;0;1;0,19;0,06;0,26;0,19;0,26;20;6;3;30;1,29;0,39;0,15;0,5;839;79,5;13788;3727;18;4;0;14;19;1000;10;13;76,9;14;0;0;201920#
GaÈtan Belaud;FRA;DF;Brest;32;1986;$ 40.000,00;177;Defender - Right-Back;right;Ligue 1;7;6;580;0;0;0;0;0;0;0;0;0;3;0;0;0;0,47;0;0;0;365;78,4;5960;1789;15;3;0;12;11;437;3;7;42,9;14;0;0;201920#
Haris Belkebla;ALG;MF;Brest;25;1994;$ 1.000.000,00;177;Midfielder - Central Midfield;right;Ligue 1;23;20;1816;0;0;0;0;0;0;0;0;0;7;3;0;42,9;0,35;0,15;0;0;845;86,5;14104;3126;39;6;0;33;35;1075;22;30;73,3;14;0;0;201920#
Irvin Cardona;FRA;FW,MF;Brest;21;1997;$ 4.000.000,00;185;Forward - Centre-Forward;right;Ligue 1;21;15;1450;6;3;0;0;0,37;0,19;0,56;0,37;0,56;50;14;0;28;3,1;0,87;0,12;0,43;441;65,8;4836;1286;15;1;0;14;3;666;12;37;32,4;14;0;0;201920#
Jean-Charles Castelletto;CMR;DF;Brest;24;1995;$ 2.000.000,00;185;Defender - Centre-Back;both;Ligue 1;22;22;1838;1;0;0;0;0,05;0;0,05;0,05;0,05;3;1;0;33,3;0,15;0,05;0,33;1;956;88,4;18409;6026;41;19;0;22;16;1192;8;8;100;14;0;0;201920#
GaÈtan Charbonnier;FRA;FW,MF;Brest;30;1988;$ 2.000.000,00;188;Forward - Centre-Forward;right;Ligue 1;26;23;2065;4;5;0;2;0,17;0,22;0,39;0,17;0,39;48;14;0;29,2;2,09;0,61;0,08;0,29;821;76,4;10587;2772;29;6;0;23;5;1140;25;48;52,1;14;0;0;201920#
Brendan Chardonnet;FRA;DF;Brest;24;1994;$ 65.000,00;185;Defender - Centre-Back;right;Ligue 1;12;9;823;0;0;0;0;0;0;0;0;0;3;0;0;0;0,33;0;0;0;536;89,2;11899;3475;16;9;0;7;8;648;3;3;100;14;0;0;201920#
Yoann Court;FRA;FW,MF;Brest;29;1990;$ 1.000.000,00;172;Midfielder - Left Midfield;left;Ligue 1;23;18;1465;3;7;0;0;0,18;0,43;0,61;0,18;0,61;34;11;2;32,4;2,09;0,68;0,09;0,27;549;68,9;6858;2059;23;0;0;23;12;770;15;27;55,6;14;0;0;201920#
Ibrahima Diallo;FRA;MF;Brest;20;1999;$ 9.000.000,00;179;Midfielder - Defensive Midfield;right;Ligue 1;19;18;1561;0;1;0;0;0;0,06;0,06;0;0,06;5;2;0;40;0,29;0,12;0;0;838;87;15945;3015;15;2;0;13;15;1005;23;36;63,9;14;0;0;201920#
Jean-Kevin Duverne;FRA;DF;Brest;22;1997;$ 1.000.000,00;184;Defender - Centre-Back;right;Ligue 1;14;13;1178;0;0;0;0;0;0;0;0;0;2;1;0;50;0,15;0,08;0;0;849;85,7;16465;4531;35;9;0;26;16;999;8;13;61,5;14;0;0;201920#
Julien Faussurier;FRA;DF;Brest;32;1987;$ 80.000,00;173;Defender - Right-Back;right;Ligue 1;22;22;1980;2;3;0;0;0,09;0,14;0,23;0,09;0,23;10;5;0;50;0,45;0,23;0,2;0,4;1273;72,3;18550;8970;46;8;1;38;23;1502;6;18;33,3;14;0;0;201920#
Samuel Grandsir;FRA;FW,MF;Brest;22;1996;$ 2.000.000,00;170;Forward - Right Winger;right;Ligue 1;24;17;1492;3;1;0;0;0,18;0,06;0,24;0,18;0,24;29;8;0;27,6;1,75;0,48;0,1;0,38;537;72,8;6013;1471;20;0;0;20;7;754;26;54;48,1;14;0;0;201920#
Paul Lasne;FRA;MF,FW;Brest;30;1989;$ 1.000.000,00;186;Midfielder - Defensive Midfield;left;Ligue 1;19;14;1224;2;1;0;0;0,15;0,07;0,22;0,15;0,22;15;5;0;33,3;1,1;0,37;0,13;0,4;655;82,4;8994;2286;12;3;0;9;3;784;7;8;87,5;14;0;0;201920#
Hugo Magnetti;FRA;MF;Brest;21;1998;$ 52.500,00;172;Midfielder - Central Midfield;left;Ligue 1;8;2;236;0;0;0;0;0;0;0;0;0;6;2;0;33,3;2,29;0,76;0;0;161;80,7;2609;729;8;0;0;8;7;211;3;4;75;14;0;0;201920#
Alexandre Mendy;GNB;FW,MF;Brest;25;1994;$ 1.000.000,00;184;Forward - Centre-Forward;right;Ligue 1;20;9;899;3;1;0;1;0,3;0,1;0,4;0,3;0,4;29;9;0;31;2,9;0,9;0,1;0,33;161;73,3;1765;213;6;2;0;4;0;266;8;11;72,7;14;0;0;201920#
Ferris N'Goma;FRA;FW,MF;Brest;26;1993;$ 55.000,00;175;Midfielder - Central Midfield;both;Ligue 1;4;0;25;1;0;1;1;3,6;0;3,6;0;0;1;0;0;0;3,6;0;0;0;12;66,7;155;18;1;0;0;1;0;20;2;3;66,7;14;0;0;201920#
Romain Perraud;FRA;DF;Brest;21;1997;$ 2.000.000,00;173;Defender - Left-Back;left;Ligue 1;20;19;1670;0;1;0;0;0;0,05;0,05;0;0,05;20;4;1;20;1,08;0,22;0;0;1136;78,8;14916;5680;42;9;1;33;24;1398;14;31;45,2;14;0;0;201920#
Steven Alzate;COL;MF,DF;Brighton;20;1998;$ 2.000.000,00;180;Midfielder - Attacking Midfield;right;Premier League;19;12;1188;0;0;0;0;0;0;0;0;0;13;3;0;23,1;0,98;0,23;0;0;664;84,9;8968;2602;26;3;0;23;10;838;33;50;66;15;0;0;201920#
Florin Andone;ROU;MF,FW;Brighton;26;1993;$ 3.000.000,00;180;Forward - Centre-Forward;right;Premier League;3;1;73;1;0;0;0;1,23;0;1,23;1,23;1,23;1;1;0;100;1,23;1,23;1;1;12;66,7;77;20;1;1;0;0;0;29;2;4;50;15;0;0;201920#
Bernardo;BRA;DF;Brighton;24;1995;$ 4.800.000,00;186;Defender - Left-Back;left;Premier League;14;7;679;0;0;0;0;0;0;0;0;0;7;2;0;28,6;0,93;0,27;0;0;383;74,7;4721;2079;16;3;0;13;5;483;9;12;75;15;0;0;201920#
Yves Bissouma;MLI;MF;Brighton;22;1996;$ 9.000.000,00;182;Midfielder - Central Midfield;right;Premier League;22;15;1259;1;0;0;0;0,07;0;0,07;0,07;0,07;16;6;0;37,5;1,14;0,43;0,06;0,17;622;84,4;10234;1965;28;4;0;24;16;840;26;43;60,5;15;0;0;201920#
GaÈtan Bong;CMR;MF,DF;Brighton;31;1988;$ 80.000,00;183;Defender - Left-Back;left;Premier League;4;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;68,6;428;175;2;1;0;1;0;44;0;1;0;15;0;0;201920#
Dan Burn;ENG;DF;Brighton;27;1992;$ 5.000.000,00;201;Defender - Centre-Back;left;Premier League;34;33;2880;0;0;0;0;0;0;0;0;0;13;0;0;0;0,41;0;0;0;1841;75,4;23985;8736;67;22;0;45;26;2247;25;43;58,1;15;0;0;201920#
Aaron Connolly;IRL;FW;Brighton;19;2000;$ 4.000.000,00;175;Forward - Centre-Forward;right;Premier League;24;14;1258;3;1;0;0;0,21;0,07;0,29;0,21;0,29;38;13;0;34,2;2,72;0,93;0,08;0,23;163;77,3;1739;242;8;1;0;7;5;349;6;16;37,5;15;0;0;201920#
Shane Duffy;IRL;DF;Brighton;27;1992;$ 9.000.000,00;193;Defender - Centre-Back;right;Premier League;19;12;1238;1;0;0;0;0,07;0;0,07;0,07;0,07;6;1;0;16,7;0,44;0,07;0,17;1;613;84;12118;3497;21;8;0;13;13;800;2;5;40;15;0;0;201920#
Lewis Dunk;ENG;DF;Brighton;27;1991;$ 16.000.000,00;192;Defender - Centre-Back;right;Premier League;36;36;3230;3;3;0;0;0,08;0,08;0,17;0,08;0,17;30;10;5;33,3;0,84;0,28;0,1;0,3;2192;87,3;45041;13471;71;37;3;34;36;2547;3;7;42,9;15;0;0;201920#
Pascal Gro??;GER;FW,MF;Brighton;28;1991;$ 9.000.000,00;181;Midfielder - Central Midfield;right;Premier League;29;22;1796;2;4;0;0;0,1;0,2;0,3;0,1;0,3;29;9;4;31;1,45;0,45;0,07;0,22;1028;74,1;14866;4613;27;2;0;25;9;1222;10;19;52,6;15;0;0;201920#
